id,title,state,created,closed,time_to_close,url
243739258,b'First version of the documentation',closed,2019-01-10T15:59:57Z,2019-01-11T19:08:33Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/312
276286502,b'update python doc post 0.4 release',closed,2019-05-06T18:31:17Z,2019-05-07T19:11:17Z,1,https://api.github.com/repos/microsoft/onnxruntime/pulls/974
303602335,b'Update Python docs based on 0.5.0 release',closed,2019-08-02T00:47:40Z,2019-08-02T01:13:00Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/1548
334125466,b'New web site 1.0.0',closed,2019-10-30T09:42:41Z,2019-10-30T16:35:17Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2289
336934815,b'[documentation] update static files to get them published',closed,2019-11-05T18:57:22Z,2019-11-05T19:05:41Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2324
338556092,b'[documentation] Add .jekyll at root',closed,2019-11-08T07:56:57Z,2019-11-08T17:34:11Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2352
338930760,b'Handle disabled js ',closed,2019-11-09T03:01:38Z,2019-11-12T06:43:17Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/2363
344929537,b'Custom 404 page',closed,2019-11-24T17:29:36Z,2019-12-11T05:34:37Z,16,https://api.github.com/repos/microsoft/onnxruntime/pulls/2471
349465617,b'Adding Javadoc to the website',closed,2019-12-05T14:20:15Z,2019-12-15T20:58:07Z,10,https://api.github.com/repos/microsoft/onnxruntime/pulls/2554
353379889,b'Update quickstart matrix.',closed,2019-12-16T05:18:06Z,2019-12-16T21:43:03Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2661
353783663,b'simplify wording',closed,2019-12-16T21:38:46Z,2019-12-16T21:43:26Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2673
355453434,b'Update to v1.1.0',closed,2019-12-20T00:58:22Z,2019-12-20T21:35:59Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2706
355913310,"b'Revert ""Update to v1.1.0""'",closed,2019-12-20T21:37:59Z,2019-12-20T21:38:07Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2710
355954242,b'Update Python Docs to v1.1.0',closed,2019-12-21T01:00:50Z,2019-12-21T01:11:47Z,0,https://api.github.com/repos/microsoft/onnxruntime/pulls/2717
360080252,b'add approved oracle logo and quote to website',closed,2020-01-07T16:55:04Z,2020-01-16T21:49:19Z,9,https://api.github.com/repos/microsoft/onnxruntime/pulls/2785
367059514,b'Add analytics for website',closed,2020-01-24T23:53:22Z,2020-01-28T06:41:37Z,3,https://api.github.com/repos/microsoft/onnxruntime/pulls/2906
396461580,b'Update python documentation',closed,2020-03-31T16:50:07Z,2020-04-06T22:52:48Z,6,https://api.github.com/repos/microsoft/onnxruntime/pulls/3380
